Comment Number,Comment Content,Processed comments
2997,Biden&#39;s family should be ashamed of themselves for putting him through this.,bidens family ashamed putting
2998,BIDEN IS A JOKE,biden joke
2999,Y’all said a whole lata nothing y’all rather take shots at eachother then actually answer the questions these general statements on what y’all going to do and not actually explain how….,said whole lata nothing rather take shot eachother actually answer question general statement going actually explain
3000,I went to elpaso and there was bus after bus of immigrants atavrest stop using restrooms it was ridiculous the amount of illegeal immigrants there like Trump said there pouring in bY the bus loads,went elpaso bus bus immigrant atavrest stop using restroom ridiculous amount illegeal immigrant like trump said pouring bus load
3001,Nice USA flag pin Trump👍.... beats Sloppy Joe&#39;s👁👁.,nice usa flag pin trump beat sloppy joes
3002,Pep pills Biden.,pep pill biden
3003,These rules are a freaking joke 2 minutes to ask a question and 1 minute.,rule freaking joke minute ask question minute
3004,"How can Biden debate again.    You know what,  I feel Trump proved enough that he is the better choice.  It&#39;s up to Biden to prove us wrong.  Next debate,  Trump gets to choose the moderators and the rules.",biden debate know feel trump proved enough better choice biden prove u wrong next debate trump get choose moderator rule
3005,Biden the basket case,biden basket case
3006,Trump&#39;s eye&#39;s are blue and Brandon&#39;s are black and possibly soulless.,trump eye blue brandons black possibly soulless
3007,"Trump is the ideal candidate between the 2 for me, but i am scared of what would happen in the latter half of his 4 year presidency as he crosses that 80 yr mark.",trump ideal candidate scared would happen latter half year presidency cross yr mark
3008,This is Ridiculous...Why would they let this man on the microphone 🎤..He reminds me of one of the Residents at my job😢,ridiculouswhy would let man microphone reminds one resident job
3009,"Who ever  votes  for senile Joe, need  a cognizant  test  Quickly!!!",ever vote senile joe need cognizant test quickly
3010,What are the black specks in Biden’s hair?,black speck bidens hair
3011,"Trump cut taxes, and Walmart gave all their people raises.",trump cut tax walmart gave people raise
3012,This was a set up by the democrats to get rid of Biden .,set democrat get rid biden
3013,MY COMMENT &gt; HE THWARTS!,comment thwart
3014,Two great great great grandfathers 😑,two great great great grandfather
3015,How can America benefit from a debate between a walking dead and an ignorant wildcard? Why isn&#39;t Robert Kennedy in debates?,america benefit debate walking dead ignorant wildcard robert kennedy debate
3016,Comedy gold!,comedy gold
3017,The Whole World thinks you are a joke America! 😂😂,whole world think joke america
3018,They were like &quot;Rock&#39;em Sock&#39;em Robots.&quot; 😸,like rockthem sockthem robot
3019,“We had H20” is my new quote 😂😂,h new quote
3020,"Apparently, Biden does have some type of respiratory issues at the moment, but I don’t feel that he can give us another four years or even one more year coherently. 😔",apparently biden type respiratory issue moment feel give u another four year even one year coherently
3021,This is truly  elder abuse..,truly elder abuse
3022,Trump🤮🤮🤮🤮Biden🤮🤮🤮🤮😖,trumpbiden
3023,Both of you SUCKED! You are literal embarrassments to journalism.,sucked literal embarrassment journalism
3024,This is too bad 😢… i miss America 🇺🇸…. Please guys don’t sink the boat .,bad miss america please guy sink boat
3025,Just thinking that US and the World are depending of these 2 guys! 🤦🏻‍♂️,thinking u world depending guy
3026,"it&#39;s really painful to listen biden speaking, no way i&#39;ll vote him",really painful listen biden speaking way vote
3027,Biden is a schmuck!,biden schmuck
3028,What happened to traditional debates? The fact that they changed everything to fit both of the presidents age and elderly needs is ridiculous!! We are a laughing stock!!,happened traditional debate fact changed everything fit president age elderly need ridiculous laughing stock
3029,"I honestly think all of this is a cover up for something really bad that&#39;s about to or already done happen. This is all a scene like a movie just to keep us in the dark and unfocused... <br>Wake up people and keep your third eye open. Both of these guys are about to be in a wheelchair soon and this is the best we could hope for when it comes to running our country.... <br>Wake up y&#39;all something isn&#39;t right about this particular campaign and presidential debate, pay attention 😉",honestly think cover something really bad already done happen scene like movie keep u dark unfocused wake people keep third eye open guy wheelchair soon best could hope come running country wake something right particular campaign presidential debate pay attention
3030,"All I hear is poor me, not poor America. Ffs both of these clowns need to be put in prison",hear poor poor america ffs clown need put prison
3031,Natural human selection missed out on this trump loving section,natural human selection missed trump loving section
3032,Trump 2024,trump
3033,Just retired already,retired already
3034,Ugh...I can&#39;t believe these 2 represent the best of us. Biden should&#39;ve never ran.,ughi not believe represent best u biden never ran
3035,Biden hit it out of the park! Trump tanked! Hope everyone got to see how well Biden owned the stage here!,biden hit park trump tanked hope everyone got see well biden owned stage
3036,Jeo needs to get some rest now. <br>He needs pampering,jeo need get rest need pampering
3037,That&#39;s leader of the world look like 👍 God bless president Trump 🙏,leader world look like god bless president trump
3038,TRUMP 2024 ❤,trump
3039,Waste if time and old joes breath hard to understand joe if at all .,waste time old joes breath hard understand joe
