Comment Number,Comment Content,Processed comments
4307,"Many thanks 😊 again,- CNN, and please, continue to keep it up. Thanks❤!!!",many thanks cnn please continue keep thanks
4308,🇺🇲MAGA 2024 🇺🇲<br>Trump really prepared for this. I&#39;m so proud ❤,maga trump really prepared proud
4309,I’m just sad I have to wait 3months for snl to make a sketch about this,sad wait month snl make sketch
4310,My grocery list has triple in price twenty dollars more is a joke do they do their own shopping CNN is a joke fire all of them for lieing,grocery list triple price twenty dollar joke shopping cnn joke fire lieing
4311,Omg. Such a shame. And this people teachnthe world how to behave.,omg shame people teachnthe world behave
4312,"Hear me out, a term without a President",hear term without president
4313,Biden has overtaken Trump as the funniest american president,biden overtaken trump funniest american president
4314,This comment section is why they didn’t want an audience,comment section want audience
4315,Anyone else think he looks like that old guy from poltergeist 2?,anyone else think look old guy poltergeist
4316,The world was at peace during Trump Era. Its actually between a war monger Biden and a peace lover Trump. The Biden killed thousands of kids in Palestine.,world peace trump era actually war monger biden peace lover trump biden killed thousand kid palestine
4317,Biden forgot American Soldiers died during his administration because he hardly looked up from his watch during their dignified transfer ceremony.,biden forgot american soldier died administration hardly looked watch dignified transfer ceremony
4318,"What&#39;s true and what&#39;s false?  What&#39;s the motive of the heart?  I can high five 🙏 both on the issues presented to us.  We didn&#39;t address the issues of our nation&#39;s core. Who ever becomes our next president, how long will it take for that administration to affect the average American.  Why is the rest of the world affecting how this country provides for itself?  Trump stated a while back, during his administration, America is self sufficient.  We have no need for reliance on any other country.  I believe that!!! Actually, politics is an area that can&#39;t be trusted.  The system is is in charge of a force unseen.  There is not one place on this earth that is honest and true.  War crimes is a charge fitting for all leaders.  To gain control, blood will be shed.  WAR ITSELF IS THE CRIME.",true false motive heart high five issue presented u address issue nation core ever becomes next president long take administration affect average american rest world affecting country provides trump stated back administration america self sufficient need reliance country believe actually politics area not trusted system charge force unseen one place earth honest true war crime charge fitting leader gain control blood would war crime
4319,Probably weeks before,probably week
4320,They gave him a list of the questions before  he got on stage... So he could have time to memorize the answers,gave list question got stage could time memorize answer
4321,Biden for president 100%,biden president
4322,the idea of Trump&#39;s presidency is dreadful,idea trump presidency dreadful
4323,"I love you all, but we need America much more in the lead service for God&#39;s sake and humanity all large. President Trump, will come back, by 2028 l think !!!",love need america much lead service god sake humanity large president trump come back l think
4324,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2015"">33:35</a> why this girl started from October???? Joke Americas",girl started october joke america
4325,2024 Trump ❤,trump
4326,The .. &quot;I don&#39;t even know what he said&quot; part😂😂😂 epic ...like this is Michael Jackson eating popcorn worthy epic 😂😂😂,even know said part epic michael jackson eating popcorn worthy epic
4327,This is entertaining,entertaining
4328,period period - biden,period period biden
4329,"Election - get the two jobseeker but one into number one job in the land - plan it well, so that a good outcome, not insurrection, again ❤",election get two jobseeker one number one job land plan well good outcome insurrection
4330,"do you people see Biden, he never closes eyes like normal, he keep them all the time open like programmed. what is this guy phhhh",people see biden never close eye normal keep time open programmed guy phhhh
4331,"<a href=""http://www.youtube.com/results?search_query=%23freeplastine"">#freeplastine</a>",freeplastine
4332,@trump can you answer one question,trump answer one question
4333,"Unsecure Boarder, FJB! unsecure boarder, FJB! unsecure boarder, FJB!  unsecure boarder,  FJB!",unsecure boarder fjb unsecure boarder fjb unsecure boarder fjb unsecure boarder fjb
4334,"Yea, Biden didnt show up. Where was the fire and energy he had at the State of the Union. Had it been that Biden that showed up, it would be a very different coverage. Im still voting for Biden. Trump lied in every single response. From when he botched the pandemic, to trying to say Biden lost more people then he did, when that is factually not true.",yea biden show fire energy state union biden showed would different coverage still voting biden trump lied every single response botched pandemic trying say biden lost people factually true
4335,"<a href=""http://www.youtube.com/results?search_query=%232024elections"">#2024Elections</a>: We The American 🇺🇸 People deserve a President that has the mental and physical capacity to do the job. We need a President that will put America 🇺🇸 First not Last and have policies that will be beneficial to all Americans. We need a President that gets it.",election american people deserve president mental physical capacity job need president put america first last policy beneficial american need president get
4336,I was waiting for more cannibal stories from Joe. At least it would&#39;ve been interesting.,waiting cannibal story joe least would interesting
4337,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1984"">33:04</a> Belarus, nice NATO country 😂",belarus nice nato country
